0,3376.6999999999998,11434
1.3319999999999999,3376.5999999999999,11434
1.6759999999999999,3376.5,11434
5.5039999999999996,3376.5999999999999,11434
6.0279999999999996,3376.6999999999998,11434
6.54,3376.5999999999999,11434
6.9719999999999995,3376.5,11434
7.6879999999999997,3376.5999999999999,11434
11.119999999999999,3376.4000000000001,11434
11.575999999999999,3376.5999999999999,11434
12.799999999999999,3376.5,11434
12.927999999999999,3376.3000000000002,11434
23.059999999999999,3376.0999999999999,11434
23.096,3376,11434
23.096,3376.1999999999998,11434
23.143999999999998,3376,11434
26.007999999999999,3375.9000000000001,11434
27.863999999999997,3375.8000000000002,11434
29.744,3375.6999999999998,11434
29.895999999999997,3375.5999999999999,11434
30.291999999999998,3375.5,11434
30.975999999999999,3375.4000000000001,11434
32.423999999999999,3375.3000000000002,11434
32.603999999999999,3375.1999999999998,11434
32.603999999999999,3375.0999999999999,11434
35.159999999999997,3375.5,11434
35.247999999999998,3375.5999999999999,11434
37.420000000000002,3375.8000000000002,11434
40.204000000000001,3375.6999999999998,11434
40.204000000000001,3375.5999999999999,11434
40.204000000000001,3375.8000000000002,11434
40.367999999999995,3375.6999999999998,11434
47.335999999999999,3375.8000000000002,11434
47.811999999999998,3375.9000000000001,11434
48.531999999999996,3376,11434
52.195999999999998,3376.1999999999998,11434
52.795999999999999,3376.3000000000002,11434
54.843999999999994,3376.6999999999998,11434
56.003999999999998,3376.8000000000002,11434
59.927999999999997,3376.9000000000001,11434
63.967999999999996,3376.8000000000002,11434
67.667999999999992,3376.5,11434
68.420000000000002,3376.5999999999999,11434
68.792000000000002,3376.5,11434
77.72399999999999,3376.5999999999999,11434
78.671999999999997,3376.4000000000001,11434
78.676000000000002,3376.1999999999998,11434
80.819999999999993,3376.3000000000002,11434
87,3376,11434
89.816000000000003,3375.9000000000001,11434
0,3376.5999999999999,11435
0.34399999999999997,3376.5,11435
4.1719999999999997,3376.5999999999999,11435
4.6959999999999997,3376.6999999999998,11435
5.2080000000000002,3376.5999999999999,11435
5.6399999999999997,3376.5,11435
6.3559999999999999,3376.5999999999999,11435
9.7880000000000003,3376.4000000000001,11435
10.244,3376.5999999999999,11435
11.468,3376.5,11435
11.596,3376.3000000000002,11435
21.727999999999998,3376.0999999999999,11435
21.763999999999999,3376,11435
21.763999999999999,3376.1999999999998,11435
21.811999999999998,3376,11435
24.675999999999998,3375.9000000000001,11435
26.532,3375.8000000000002,11435
28.411999999999999,3375.6999999999998,11435
28.564,3375.5999999999999,11435
28.959999999999997,3375.5,11435
29.643999999999998,3375.4000000000001,11435
31.091999999999999,3375.3000000000002,11435
31.271999999999998,3375.1999999999998,11435
31.271999999999998,3375.0999999999999,11435
33.827999999999996,3375.5,11435
33.915999999999997,3375.5999999999999,11435
36.088000000000001,3375.8000000000002,11435
38.872,3375.6999999999998,11435
38.872,3375.5999999999999,11435
38.872,3375.8000000000002,11435
39.036000000000001,3375.6999999999998,11435
46.003999999999998,3375.8000000000002,11435
46.479999999999997,3375.9000000000001,11435
47.199999999999996,3376,11435
50.863999999999997,3376.1999999999998,11435
51.463999999999999,3376.3000000000002,11435
53.512,3376.6999999999998,11435
54.671999999999997,3376.8000000000002,11435
